"SL","Title","Description Summary","Price","Base Price","Discount Price"," Quantity"," Size"," Condition"," Status"," Is Featured"," Cat ID"," SubCat ID"," ChildCat ID"," Barnd ID"," SKU"," Weight"," Lenght"," Height"," Width"," Is Physical"," Warehouse"," Template"," Backorder"," Discount Option"," SPH"," DIA"," CYL"," AXIS"," RAD"," COLOR"," ADD"," UPC"," VTO"," VTO Url"," Lens Option"," Gender Man"," Gender Woman"," B2B Option"," Ek Price"," Discount"," Photo"
"633","CT5510C","AUTO LENS GROOVER(220V)","164","164","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124530","0","","0","0","0","1","82","0",""
"634","CT-005B TOOLS KIT(SILVER SCREWS)","","166","166","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124590","0","","0","0","0","1","83","0","pr-ct005b427.jpg"
"635","CT2302N","NEAR VISUAL CHARTS","168","168","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123972","0","","0","0","0","1","84","0","pr-ct2302n498.jpg"
"636","CT5509B","AUTO LENS GROOVER","168","168","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124087","0","","0","0","0","1","84","0",""
"637","SGN-106T LINEAR GLASSES & WORTH 4-DOT TEST","","170","170","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123877","0","","0","0","0","1","85","0","pr-sgn-106226.jpg"
"638","CT5510C","AUTO LENS GROOVER(110V)","172","172","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124090","0","","0","0","0","1","86","0",""
"639","CT6211A","TOOL STAND WITH SCREWDRIVER & PLIERS","172","172","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124562","0","","0","0","0","1","86","0","pr-ct6211a649.jpg"
"640","CT4117","PD METER","176","176","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124451","0","","0","0","0","1","88","0","pr-ct4117524.jpg"
"641","CT5217","HAND EDGER(35WV)","176","176","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124078","0","","0","0","0","1","88","0","pr-ct5217605.jpg"
"642","CT4343","TRIAL LENS SET  ","178","178","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124476","0","","0","0","0","1","89","0","pr-ct4343546.jpg"
"643","CT5511C","AUTO LENS GROOVER(220V)","178","178","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124532","0","","0","0","0","1","89","0",""
"644","CTS-2026","Eyeglasses cabinet ","178","178","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124637","0","","0","0","0","1","89","0",""
"645","YZ24","STEAK RETINOSCOPE","178","178","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124346","0","","0","0","0","1","89","0","pr-yz24279.jpg"
"646","CTSP-6006","Frame display","178.2","178","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124660","0","","0","0","0","1","89.1","0",""
"647","CT101402","JINGLIAN FV FINISHING WHEEL","178.5","179","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123955","0","","0","0","0","1","89.25","0",""
"648","CT101502","ALE-903/904 FV FINISHING WHEEL","178.5","179","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124402","0","","0","0","0","1","89.25","0",""
"649","CT2207G","TRIAL FRAME","180","180","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123968","0","","0","0","0","1","90","0","pr-ct2207g489.jpg"
"650","CT5202","HAND EDGER(220V)","180","180","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124073","0","","0","0","0","1","90","0","pr-ct5202598.jpg"
"651","HINGE SCREWS 10-181036-B ","","180","180","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123708","0","","0","0","0","1","90","0","pr-20134912910.jpg"
"652","HINGE SCREWS 10-181442-B","","180","180","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123711","0","","0","0","0","1","90","0","pr-20134912910.jpg"
"653","HINGE SCREWS 10-181444-B ","","180","180","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123714","0","","0","0","0","1","90","0","pr-20134912910.jpg"
"654","HINGE SCREWS 10-181450-B ","10000Stk.","180","180","","10","","default","active","0","188","91","","6","10-181450-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123572","0","","0","0","0","1","90","0",""
"655","HINGE SCREWS 220-201443-B ","10000Stk.","180","180","","10","","default","active","0","188","91","","6","220-201443-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123569","0","","0","0","0","1","90","0",""
"656","HINGE SCREWS 23-201440-B ","10000Stk.","180","180","","10","","default","active","0","188","91","","6","23-201440-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123566","0","","0","0","0","1","90","0",""
"657","NOSE PAD SCREWS 10-181036-B ","","180","180","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123731","0","","0","0","0","1","90","0","pr-20134913332.jpg"
"658","NOSE PAD SCREWS 10-181235-B ","","180","180","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123738","0","","0","0","0","1","90","0","pr-20134913332.jpg"
"659","NOSE PAD SCREWS 13-141044-B","10000Stk.","180","180","","10","","default","active","0","188","91","","6","13-141044-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123593","0","","0","0","0","1","90","0",""
"660","NOSE PAD SCREWS 210-181038-B ","10000Stk.","180","180","","10","","default","active","0","188","91","","6","210-181038-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123590","0","","0","0","0","1","90","0",""
"661","NOSE PAD SCREWS 23-141040-B ","","180","180","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123734","0","","0","0","0","1","90","0","pr-20134913332.jpg"
"662","RIMLOCK SCREWS 13-161232-B ","10000Stk.","180","180","","10","","default","active","0","188","91","","6","13-161232-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123599","0","","0","0","0","1","90","0",""
"663","RIMLOCK SCREWS 13-161247-B ","","180","180","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123742","0","","0","0","0","1","90","0","pr-20134914552.jpg"
"664","RIMLOCK SCREWS 13-181441-B","10000Stk.","180","180","","10","","default","active","0","188","91","","6","13-181441-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123605","0","","0","0","0","1","90","0",""
"665","RIMLOCK SCREWS 20-181439-B ","","180","180","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123745","0","","0","0","0","1","90","0","pr-20134914552.jpg"
"666","RIMLOCK SCREWS 23-201435-B ","10000Stk.","180","180","","10","","default","active","0","188","91","","6","23-201435-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123602","0","","0","0","0","1","90","0",""
"667","CTSP-6001","Frame display","180.4","180","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124221","0","","0","0","0","1","90.2","0",""
"668","CT1717","MOTORIZED TABLE","184","184","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123921","0","","0","0","0","1","92","0","pr-ct1717457.jpg"
"669","CT5202","HAND EDGER(110V)","186","186","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124514","0","","0","0","0","1","93","0","pr-ct5202598.jpg"
"670","CT5511C","AUTO LENS GROOVER(110V)","186","186","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124092","0","","0","0","0","1","93","0",""
"671","CT5510B","AUTO LENS GROOVER","188","188","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124089","0","","0","0","0","1","94","0",""
"672","CTSD-6005","Frame display","188","188","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124214","0","","0","0","0","1","94","0",""
"673","CTSD-6006","Frame display","188","188","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124653","0","","0","0","0","1","94","0",""
"674","CT4704","RETINOSCOPY RACK SET","194","194","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124051","0","","0","0","0","1","97","0","pr-ct4704573.jpg"
"675","CT5304C","AUTO LENS POLISHER(220V)","194","194","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124080","0","","0","0","0","1","97","0",""
"676","CT5511B","AUTO LENS GROOVER","194","194","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124091","0","","0","0","0","1","97","0",""
"677","LP-16H LOOSE PRISMS WITH HANDLE","","194","194","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123849","0","","0","0","0","1","97","0","pr-lp-16h175.jpg"
"678","LP-22","LOOSE PRISMS","194","194","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124295","0","","0","0","0","1","97","0","pr-lp-22176.jpg"
"679","CT31105","TOOL SET(without welding torch)","196","196","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123980","0","","0","0","0","1","98","0","pr-ct31105756.jpg"
"680","CT4329S","PROGRESS LENS EXPERIENCING TESTER","198","198","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124032","0","","0","0","0","1","99","0","pr-ct4329s542.jpg"
"681","CT5202B","HAND EDGER","198","198","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124515","0","","0","0","0","1","99","0",""
"682","CT5303","AUTO LENS POLISHER","198","198","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124519","0","","0","0","0","1","99","0","pr-ct5303606.jpg"
"683","CTHT1105","Table-goods display shelf","198","198","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124617","0","","0","0","0","1","99","0",""
"684","CT101405","JINGLIAN PC WHEEL","199.5","200","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124401","0","","0","0","0","1","99.75","0",""
"685","CT101505","ALE-903/904 PC WHEEL","199.5","200","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123959","0","","0","0","0","1","99.75","0",""
"686","CT5304C","AUTO LENS POLISHER(110V)","200","200","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124521","0","","0","0","0","1","100","0",""
"687","NUTS   52512-B/52514-B","","200","200","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123704","0","","0","0","0","1","100","0","pr-2013331223455.jpg"
"688","NUTS  7325012-B/7325014-B ","","200","200","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123705","0","","0","0","0","1","100","0",""
"689","CT101205","WECO 430# POLISHING WHEEL 110/10/20","204","204","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123954","0","","0","0","0","1","102","0",""
"690","CT51110","LENS INSPECTION STATION","204","204","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124556","0","","0","0","0","1","102","0","pr-ct51110796.jpg"
"691","CTS-2019","Eyeglasses cabinet ","204.6","205","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124636","0","","0","0","0","1","102.3","0",""
"692","CT5109 PATTERN MAKER(SIZE ADJUSTABLE)","","206","206","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124072","0","","0","0","0","1","103","0","pr-ct5109596.jpg"
"693","CT5202-2","HAND EDGER (CE CLASS)","206","206","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124074","0","","0","0","0","1","103","0","pr-ct5202-2599.jpg"
"694","CT4311A A/B ","TRIAL LENS SET  (104pcs lens in aluminum case A/B, metal rim)","208","208","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124470","0","","0","0","0","1","104","0","pr-ct4311a540.jpg"
"695","CTSD-6034","Frame display","209","209","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124217","0","","0","0","0","1","104.5","0",""
"696","CTSD-6036","Frame display","209","209","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124656","0","","0","0","0","1","104.5","0",""
"697","CT5508","AUTO LENS GROOVER","210","210","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124084","0","","0","0","0","1","105","0","pr-ct5508614.jpg"
"698","CTS-2020","Eyeglasses cabinet ","211.2","211","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124198","0","","0","0","0","1","105.6","0",""
"699","CTS-2058","Eyeglasses cabinet ","211.2","211","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124641","0","","0","0","0","1","105.6","0",""
"700","CT10102","600-S2 TAKUBOMATIC FINISHING WHEEL-FLAT 100/12/50","212","212","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123934","0","","0","0","0","1","106","0",""
"701","CT4309A A/B/C-B  ","TRIAL LENS SET  (158pcs lens in aluminum case A/B, Leather case C, metal rim)","212","212","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124026","0","","0","0","0","1","106","0","pr-ct4309a539.jpg"
"702","CT4309G A/B ","TRIAL LENS SET (158pcs ø26 lens in aluminum case A/B, plastic rim)","212","212","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124027","0","","0","0","0","1","106","0",""
"703","CT5509","AUTO LENS GROOVER","216","216","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124527","0","","0","0","0","1","108","0","pr-ct5509617.jpg"
"704","CT4309J A/B","TRIAL LENS SET (158pcs ø26 lens in aluminum case A/B, plastic rim)","220","220","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124469","0","","0","0","0","1","110","0",""
"705","HINGE SCREWS 10-181452-B ","","220","220","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123717","0","","0","0","0","1","110","0","pr-20134912910.jpg"
"706","HINGE SCREWS 10-181460-B ","10000Stk.","220","220","","10","","default","active","0","188","91","","6","10-181460-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123575","0","","0","0","0","1","110","0",""
"707","CTS-2004","Eyeglasses cabinet ","222.2","222","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124634","0","","0","0","0","1","111.1","0",""
"708","CT101105-1","NIDEK 9000SX/LX(PL4) POLISHING WHEEL100/12.5/20","224","224","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124396","0","","0","0","0","1","112","0",""
"709","CT51107N","MARKING & PROGRESSIVE LENS IDENTIFIER","224","224","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124114","0","","0","0","0","1","112","0","pr-ct51107n793.jpg"
"710","CTHT0701","Revolving display shelf ","224.4","224","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124178","0","","0","0","0","1","112.2","0",""
"711","CTS-2031","Eyeglasses cabinet ","224.4","224","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124201","0","","0","0","0","1","112.2","0",""
"712","CTS-2031C","Eyeglasses cabinet ","224.4","224","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124639","0","","0","0","0","1","112.2","0",""
"713","LP-22H LOOSE PRISMS WITH HANDLE","","228","228","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123850","0","","0","0","0","1","114","0","pr-lp-22h177.jpg"
"714","CT5304B","AUTO LENS POLISHER","230","230","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124520","0","","0","0","0","1","115","0",""
"715","HB-16+VB-15 PRISM BARS WITH ALUMINUM CASE","","230","230","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123841","0","","0","0","0","1","115","0","pr-hb16+vb15138.jpg"
"716","CTS-2015","Eyeglasses cabinet series","232","232","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124197","0","","0","0","0","1","116","0","pr-cts2015283.jpg"
"717","HINGE SCREWS 13-201465-B","10000Stk.","236","236","","10","","default","active","0","188","91","","6","13-201465-B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123578","0","","0","0","0","1","118","0",""
"718","HINGE SCREWS 23-181465-B ","","236","236","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123720","0","","0","0","0","1","118","0","pr-20134912910.jpg"
"719","CT5510","AUTO LENS GROOVER","238","238","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124529","0","","0","0","0","1","119","0",""
"720","CT1723","MOTORIZED TABLE","240","240","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124368","0","","0","0","0","1","120","0","pr-ct1723459.jpg"
"721","CT6208A","TOOL STAND WITH SCREWDRIVER & PLIERS","240","240","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124119","0","","0","0","0","1","120","0","pr-ct6208a647.jpg"
"722","CTS-2001","Eyeglasses cabinet ","240","240","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124633","0","","0","0","0","1","120","0",""
"723","WASHER - GOLD & GUNMETAL COLOR(ADDITIONAL COST)","","240","240","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123761","0","","0","0","0","1","120","0",""
"724","CT1720","MOTORIZED TABLE","242","242","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124366","0","","0","0","0","1","121","0","pr-ct1720458.jpg"
"725","CTSD-6007","Frame display","242","242","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124215","0","","0","0","0","1","121","0",""
"726","CTHT1401","Brand display shelf ","242","242","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124179","0","","0","0","0","1","121","0",""
"727","CTS-2030","Eyeglasses cabinet ","244.2","244","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124638","0","","0","0","0","1","122.1","0","pr-cts2030188.jpg"
"728","CT5508S","AUTO LENS GROOVER ","246","246","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124086","0","","0","0","0","1","123","0","pr-ct5508s615.jpg"
"729","CT5511","AUTO LENS GROOVER","246","246","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124531","0","","0","0","0","1","123","0","pr-ct5511618.jpg"
"730","STAND FOR FC-161(PUT ON SLIT LAMP)","","246","246","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123839","0","","0","0","0","1","123","0",""
"731","L. YZ14 GONIOSCOPE-SINGLE LENS","","248","248","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123908","0","","0","0","0","1","124","0",""
"732","M. YZ13 TRIHERON LENS","","248","248","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124354","0","","0","0","0","1","124","0",""
"733","O. YZ15 CONTACT LENS","","248","248","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123909","0","","0","0","0","1","124","0",""
"734","YZ7A TONOMETER","","248","248","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124341","0","","0","0","0","1","124","0","pr-yz7a271.jpg"
"735","CTS-2003","Eyeglasses cabinet ","248.6","249","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124195","0","","0","0","0","1","124.3","0",""
"736","CT5203/5203N","HAND EDGER","250","250","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124075","0","","0","0","0","1","125","0",""
"737","CT5204","HAND EDGER(120W) COPPER WIRE","250","250","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124516","0","","0","0","0","1","125","0","pr-ct5204600.jpg"
"738","CTSA-6019","Frame display","250","250","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124212","0","","0","0","0","1","125","0",""
"739","CTSEVA-7502","Eyeglasses cabinet","250","250","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124657","0","","0","0","0","1","125","0",""
"740","CT1720L-5080","MOTORIZED TABLE","254","254","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123922","0","","0","0","0","1","127","0","pr-ct1720458.jpg"
"741","CTS-2032","Eyeglasses cabinet ","254","254","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124640","0","","0","0","0","1","127","0","pr-cts2032191.jpg"
"742","CT10301-1","BRIOT 90# ROUGHING WHEEL 90/16/19","256","256","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124384","0","","0","0","0","1","128","0",""
"743","CTS-2027","Eyeglasses cabinet ","257.4","257","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124199","0","","0","0","0","1","128.7","0",""
"744","CT10305-1","BRIOT 90# PC WHEEL 90/18/19  ","258","258","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124386","0","","0","0","0","1","129","0",""
"745","CT5101","PATTERN MAKER","260","260","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124070","0","","0","0","0","1","130","0","pr-ct5101592.jpg"
"746","CTSEVA-7514","Eyeglasses cabinet","264","264","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124220","0","","0","0","0","1","132","0",""
"747","CTT-C0A SILICONE CAP ","","264","264","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123703","0","","0","0","0","1","132","0",""
"748","CT101101","NIDEK 9000SX/LX(PLB-2R) ROUGHING WHEEL 100/17/20","266","266","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124390","0","","0","0","0","1","133","0",""
"749","CT101101-1","NIDEK 9000SX/LX(PL4) ROUGHING WHEEL 100/17/20","266","266","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123946","0","","0","0","0","1","133","0",""
"750","CT101101-2","NIDEK 9000SX/LX(PC) ROUGHING WHEEL 100/17/20","266","266","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124391","0","","0","0","0","1","133","0",""
"751","CT101104","NIDEK 9000SX/LX(PLB-2R) PC WHEEL 100/17/20","266","266","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123949","0","","0","0","0","1","133","0",""
"752","CT101104-1","NIDEK 9000SX/LX(PL4) PC WHEEL 100/17/20","266","266","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124394","0","","0","0","0","1","133","0",""
"753","RETINA LENS 78D/ 90D","","266","266","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123866","0","","0","0","0","1","133","0","pr-78d294.jpg"
"754","CT4180","PD METER","270","270","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124452","0","","0","0","0","1","135","0","pr-ct4180525.jpg"
"755","YZ11D RECHARGEABLEOPHTHALMOSCOPE ","","270","270","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123900","0","","0","0","0","1","135","0","pr-yz11d273.jpg"
"756","YZ24B RECHARGEABLE STEAK RETINOSCOPE","","270","270","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123901","0","","0","0","0","1","135","0","pr-yz24b1284.png"
"757","YZ6H OPHTHALMOSCOPE(LED LAMP)","","270","270","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123899","0","","0","0","0","1","135","0","pr-yz6h270.jpg"
"758","CT1716","MOTORIZED TABLE","272","272","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124365","0","","0","0","0","1","136","0","pr-ct1716456.jpg"
"759","CT101104-2","NIDEK 9000SX/LX(PC) PC WHEEL 100/22/20","274","274","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123950","0","","0","0","0","1","137","0",""
"760","CT101104-3","NIDEK 9000SX/LX(PLB) PC WHEEL 100/22/20","274","274","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124395","0","","0","0","0","1","137","0",""
"761","CT5304","AUTO LENS POLISHER","274","274","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124079","0","","0","0","0","1","137","0","pr-ct5304607.jpg"
"762","CT10101","600-S2 TAKUBOMATIC ROUGHING WHEEL 100/18/50","278","278","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123933","0","","0","0","0","1","139","0",""
"763","CT10101-2","600-SX3 TAKUBOMATIC ROUGHING WHEEL 100/18/50","278","278","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124378","0","","0","0","0","1","139","0",""
"764","CT10106","600-SX3 TAKUBOMATIC PC WHEEL 100/18/50","278","278","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124380","0","","0","0","0","1","139","0",""
"765","CT10302-1","BRIOT 90# FINISHING WHEEL WITH BEVEL 90/18/19","278","278","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124385","0","","0","0","0","1","139","0",""
